Building_ID,Location,Building_Type,Energy_Saved_kWh,Energy_Waste_kWh,Energy_Savings_%,HVAC_System_Type_Num,External_Temperature_C,Building_Occupancy_%
B0020,Toronto,School,28806.058738511216,28806.058738511216,26.72952254829953,1,13.736874205941255,87.2141422597596
B0021,Toronto,Mall,46497.514596515626,46497.514596515626,29.413225095218493,0,23.355586841671386,70.02347027128127
B0022,Hamilton,Mall,50690.09984851925,50690.09984851925,32.98933308451298,0,9.184815819561257,49.18566910597763
B0023,Mississauga,Mall,43966.40414995336,43966.40414995336,28.858262878213694,1,13.764339456056543,95.7808102954724
B0024,Hamilton,Hotel,20624.37356690158,20624.37356690158,25.96293095754104,1,15.99085529881075,74.73206805182487
B0025,Toronto,Hotel,37844.20664751332,37844.20664751332,24.50387928903727,1,18.68209952651108,93.7148682576295
B0026,London,Office,67986.74708089542,67986.74708089542,35.542438121411664,0,28.555278841790408,57.48291759449491
B0027,Ottawa,School,42753.335937841446,42753.335937841446,23.607901844141285,0,10.990213464750791,33.30138473138256
B0028,London,Office,24128.5466800054,24128.5466800054,20.992581274836294,1,20.42703315240835,14.75440177282498
B0029,Ottawa,School,33372.68829885189,33372.68829885189,24.98685628230109,0,22.77243706586128,75.34763663354654
B0030,Toronto,Hotel,39445.61383846562,39445.61383846562,20.770450707505308,1,6.393512381599932,20.91726982049807
B0031,London,Mall,18366.006060072614,18366.006060072614,27.80527602644994,1,23.22634555704315,37.249761544477046
B0032,Toronto,Hospital,33383.96093327334,33383.96093327334,14.703803981940084,1,10.115723710618743,57.92238170955076
B0033,Mississauga,Office,30501.167499305917,30501.167499305917,17.926399676652373,0,6.9515477895583855,60.79749290017729
B0034,Hamilton,Hospital,15534.715103358132,15534.715103358132,11.61216053571167,1,33.4665661176,64.05248772884224
B0035,Mississauga,School,32743.425253322843,32743.425253322843,17.96776359707338,1,33.96896099223678,24.96297973147305
B0036,Ottawa,School,118338.40902237574,118338.40902237574,45.563048220527925,2,29.251920443493837,44.17636643394839
B0037,Toronto,Hotel,96331.188351184,96331.188351184,44.19405439874543,2,14.13841307520112,65.54748044052701
B0038,Ottawa,Hospital,22943.5971583958,22943.5971583958,21.622435441657345,0,7.930163420191516,97.28369781704065
B0039,Ottawa,Office,68992.68003977681,68992.68003977681,54.07352866604104,2,25.526990795364707,75.48680239297198
B0040,Toronto,Hotel,39100.5674455779,39100.5674455779,38.61934192330206,2,18.20457481218804,93.0343381384562
B0041,Toronto,Hotel,39100.5674455779,39100.5674455779,38.61934192330206,2,8.661147045343364,78.59908524827594
B0042,Hamilton,Mall,79122.12129427784,79122.12129427784,27.557801719799485,1,19.855307303338105,63.25452720031604
B0043,Hamilton,Hotel,65125.439002922125,65125.439002922125,23.262084164577857,1,6.031655633456552,27.282103222271008
B0044,Hamilton,Hospital,42115.49980705304,42115.49980705304,25.78675621988667,1,32.27961206236346,70.00170867032617
B0045,London,School,90568.1668041404,90568.1668041404,41.01546252601688,2,12.763399448000508,66.10416093639164
B0046,Toronto,Hotel,13196.181019427975,13196.181019427975,23.7636773382948,1,24.87566853061946,64.22222534115397
B0047,Hamilton,Mall,25536.982961564518,25536.982961564518,20.96464642525543,1,14.351332282682328,54.080728118941664
B0048,Mississauga,Office,50939.47176243237,50939.47176243237,19.688079428415,1,20.60204063533433,57.579094359034805
B0049,Toronto,Mall,10168.65839039196,10168.65839039196,16.469732284455077,1,21.40130838029839,40.09982744062937
B0050,Mississauga,School,67321.19258436534,67321.19258436534,46.1785248774108,2,10.545633665765813,56.73814233780728
B0051,London,School,62033.47358493435,62033.47358493435,53.01285395795905,2,34.08753883293676,27.780031511063044
B0052,London,Hospital,55261.30014148285,55261.30014148285,35.35515451694933,2,28.253984700833435,82.46569576243391
B0053,Hamilton,School,27197.181187077214,27197.181187077214,46.78558129941739,2,33.18496824692568,26.719925922883704
B0054,Mississauga,Hospital,106085.22351285712,106085.22351285712,48.32950883815128,2,31.844820512829465,17.646966090051976
B0055,Hamilton,Hotel,25279.897991453603,25279.897991453603,21.3307622304482,0,22.936999364332557,49.26214237214416
B0056,Hamilton,Mall,26570.29776820836,26570.29776820836,47.15511316621057,2,32.6562270506935,69.24766955554557
B0057,Ottawa,Hospital,32748.28728283992,32748.28728283992,45.88064277425415,2,7.654775061557585,49.39451424401872
B0058,Toronto,Mall,12231.668846462766,12231.668846462766,10.011725484586671,1,10.879485872574357,34.90787187561777
B0059,Toronto,School,50784.67662559406,50784.67662559406,22.10321653755174,0,6.356818667316142,60.23540655013967
B0060,Toronto,Mall,22017.24523568033,22017.24523568033,24.79138609759285,0,14.759909922897933,41.230210187098
B0061,Ottawa,Mall,54998.717075370616,54998.717075370616,47.84540124553421,2,16.660318690684463,93.95809211139698
B0062,London,Hotel,89819.18143414879,89819.18143414879,45.93330278103663,2,13.140470953216877,93.03806256432148
B0063,London,Mall,102803.13564164728,102803.13564164728,41.17135008258929,2,29.86212527455788,55.21346379748859
B0064,Hamilton,School,59113.16109536472,59113.16109536472,22.06036965851434,1,15.70259980080768,39.50955946164326
B0065,Toronto,School,38524.77967947601,38524.77967947601,28.792958320188728,1,13.428035290621423,76.34191725609752
B0066,London,School,20070.45467142525,20070.45467142525,17.533080980272988,0,21.280882494747456,13.304164913475995
B0067,Toronto,Hotel,81706.851674298,81706.851674298,31.09068275040184,0,9.22772674924288,52.72921054392861
B0068,Mississauga,Hospital,77017.5947659277,77017.5947659277,25.939098888700595,0,29.06590942262119,40.26910548433002
B0069,Toronto,Mall,65894.64498022643,65894.64498022643,37.85056799927533,2,7.236519310393125,92.84822965922992
B0070,Toronto,Office,123400.29341533942,123400.29341533942,55.00223158271845,2,34.60660809801552,11.08027245454143
B0071,Hamilton,School,40873.84065593763,40873.84065593763,31.22463172878924,0,28.167343078899723,59.75333881465141
B0072,Toronto,School,28806.058738511216,28806.058738511216,26.72952254829953,1,10.961470446025173,76.65972229599635
B0073,Ottawa,Mall,109396.6178314187,109396.6178314187,37.36675550786821,0,5.165663513708072,53.65161887716371
B0074,London,Hotel,76345.67968174511,76345.67968174511,37.80720658798023,0,29.463842853645023,17.68627271464495
B0075,London,Office,67986.74708089542,67986.74708089542,35.542438121411664,0,26.205720315428515,97.5215251025112
B0076,Ottawa,Hospital,25280.67250684049,25280.67250684049,27.206974904873764,1,26.87021504122962,56.62093882384881
B0077,Hamilton,Hotel,109643.94142313836,109643.94142313836,41.80114214524546,2,28.138110400578373,65.27676198871103
B0078,London,School,27448.335514184248,27448.335514184248,28.41161262022029,1,7.221339552022711,31.29488044367566
B0079,Ottawa,Office,80133.31360178815,80133.31360178815,53.58576231780341,2,15.753971856328178,53.51482765961234
B0080,Hamilton,Office,77934.63041651328,77934.63041651328,29.13174934290361,1,8.476071785753891,48.62345427624896
B0081,Ottawa,Hospital,45154.27347639337,45154.27347639337,16.763216203012433,1,30.893102776267806,16.740625780178537
B0082,Mississauga,Hotel,9274.02800541067,9274.02800541067,14.75429730446768,1,23.698943804826737,19.55443181927205
B0083,Ottawa,Mall,99653.11855622887,99653.11855622887,50.02397583999537,2,14.926940745579476,85.37252676568971
B0084,London,School,62033.47358493435,62033.47358493435,53.01285395795905,2,6.906750508580709,31.58379569859312
B0085,Toronto,Hotel,72780.23659178382,72780.23659178382,29.02926113223445,0,14.329469651469866,27.546244434876748
B0086,Hamilton,Office,130665.0422647726,130665.0422647726,43.65963347924417,2,14.75549966080241,55.44203061251253
B0087,Toronto,Hotel,24824.207159642014,24824.207159642014,11.999537532039792,1,26.88818535014192,79.18724182262616
B0088,Toronto,Office,58123.052090418525,58123.052090418525,26.876572427825103,0,24.126724140656396,15.575186672108911
B0089,Mississauga,Mall,49741.75077613554,49741.75077613554,27.917807012316675,1,31.616382277289794,61.91271276744303
B0090,London,School,129044.67493381104,129044.67493381104,47.85502964547503,2,19.16644775485848,20.728939855651603
B0091,Toronto,Hotel,32564.43617326347,32564.43617326347,16.335039434207083,1,8.58782737814905,13.28149457430566
B0092,Toronto,Hospital,14283.871521356028,14283.871521356028,26.99902670612032,1,26.39734361668985,14.746955694599563
B0093,London,Mall,128673.50775050349,128673.50775050349,46.18525787381245,2,27.823551458506923,85.07476973875973
B0094,London,Mall,90776.8643384596,90776.8643384596,42.73629017244554,2,21.83831592708489,20.61752352652554
B0095,Toronto,Office,36457.9336533015,36457.9336533015,16.39544441583294,1,28.12901539863683,14.063622797106277
B0096,Mississauga,Mall,47868.93309817686,47868.93309817686,35.466681221203416,0,19.81386789093172,49.41098984286211
B0097,Toronto,Mall,123187.70513721128,123187.70513721128,46.295579577936856,2,20.681984881459822,85.95941247478223
B0098,London,Hotel,23605.813119625836,23605.813119625836,29.757584507122136,1,17.826230550756488,33.61675388403717
B0099,Mississauga,Hospital,16621.400988722133,16621.400988722133,13.651005830176173,1,5.762573802322856,47.95413557733247
B0100,Hamilton,Hospital,11205.452852736344,11205.452852736344,12.585001974549776,1,8.236742809799134,13.593027930737607
B0101,London,Hotel,58058.76380368776,58058.76380368776,29.19781617175035,1,5.942875570602028,50.417066272138825
B0102,Hamilton,Office,40335.94800487322,40335.94800487322,29.03575922278887,1,24.092312337913413,61.98517725734203
B0103,London,Office,20327.756800198928,20327.756800198928,10.96376429153521,1,14.4306794322898,61.38163483769303
B0104,Toronto,Office,17436.58313824523,17436.58313824523,12.267915695190664,1,20.257120734941083,39.918402295692864
B0105,Ottawa,Mall,32702.127944070555,32702.127944070555,13.112858345207682,1,32.22699421778279,38.3979862596822
B0106,Hamilton,Office,110725.86022882722,110725.86022882722,40.78384125592439,2,12.478766874466247,19.59612570429381
B0107,Toronto,Office,11933.700164641648,11933.700164641648,10.066062922940466,1,17.31148769106889,43.01184885816416
B0108,Ottawa,Hospital,55282.20869192208,55282.20869192208,31.777057830972836,0,27.666534156291466,18.95452019856682
B0109,Toronto,Hotel,72780.23659178382,72780.23659178382,29.02926113223445,0,11.863944964748674,78.99363502408464
B0110,London,School,90568.1668041404,90568.1668041404,41.01546252601688,2,7.30939729486379,96.96468679733673
B0111,Toronto,Hotel,13196.181019427975,13196.181019427975,23.7636773382948,1,13.69254358741304,97.30670110000362
B0112,Mississauga,Office,52015.7505510792,52015.7505510792,24.399173480655527,0,9.836638617620132,87.85639894378545
B0113,Hamilton,Office,99619.59389621152,99619.59389621152,46.40033692211394,2,32.890929570277194,64.07129344056571
B0114,Toronto,Mall,24217.25762650949,24217.25762650949,36.5052631545875,0,29.243611386932507,73.07791275194919
B0115,Toronto,School,36134.55288194255,36134.55288194255,43.86393519452225,2,24.002112695312704,35.66852224123727
B0116,Toronto,Hospital,96511.31262264484,96511.31262264484,35.21231761006655,0,31.14381770563153,66.76933781553586
B0117,Mississauga,Hospital,9627.32828346557,9627.32828346557,11.322499649441893,1,29.110162306973432,51.00845944958897
B0118,Toronto,Hospital,74708.73049174441,74708.73049174441,32.40221584934233,0,10.597101766581076,53.38156057992393
B0119,Mississauga,Mall,47868.93309817686,47868.93309817686,35.466681221203416,0,31.776769954699333,78.19989043376421
B0120,Ottawa,Hotel,28926.9239622709,28926.9239622709,13.478647394949444,1,21.18026725746952,35.37265200375265
B0121,Ottawa,School,66649.52193024292,66649.52193024292,25.82978971285329,1,29.22320465492188,38.62356505250679
B0122,Ottawa,Hotel,111754.02248921587,111754.02248921587,40.709835046912666,2,31.8827389977048,93.2177612015773
B0123,Mississauga,Office,28521.130919847,28521.130919847,26.91830629246849,0,14.540104249155917,15.0601865365875
B0124,Hamilton,Mall,12126.711838194344,12126.711838194344,16.635744028899662,1,8.301557735830302,53.70708685720064
B0125,Ottawa,Mall,54062.98299812077,54062.98299812077,37.0087404097775,0,11.838054876258251,92.15207203670757
B0126,Mississauga,School,84598.74108144223,84598.74108144223,41.47692520356179,2,17.813233658787688,64.93267070363413
B0127,Ottawa,School,16222.505244519532,16222.505244519532,17.050505716907942,1,29.540442977674797,59.176636679091885
B0128,Toronto,Office,27449.90410327868,27449.90410327868,35.36514374924611,0,30.821917497690304,32.47697613064197
B0129,Mississauga,Hospital,51303.96618505262,51303.96618505262,26.306818743663417,0,5.208563915935721,40.89479401580034
B0130,Toronto,Mall,13599.6357392746,13599.6357392746,16.147480955476716,1,20.32241907732697,86.68435742242237
B0131,Toronto,Hotel,57917.45425074981,57917.45425074981,20.33854680502788,0,17.52233009446337,60.32963185916123
B0132,Hamilton,Office,39825.24948498947,39825.24948498947,20.34387520155187,0,11.663234314121908,56.32679743811019
B0133,London,Hotel,27177.232185128087,27177.232185128087,22.11047442859929,1,8.595961020010485,18.962174218602605
B0134,Mississauga,Hospital,70755.14737681701,70755.14737681701,23.96070956230722,0,15.12845514210884,11.442534080961082
B0135,Toronto,Hospital,14283.871521356028,14283.871521356028,26.99902670612032,1,33.287291117375574,96.73166698183442
B0136,London,Hotel,89284.54322116297,89284.54322116297,46.69442546338897,2,14.696087960622656,43.92875505581575
B0137,Hamilton,School,53642.68932910572,53642.68932910572,21.971272660058418,0,20.563718652300985,64.28917558895539
B0138,Ottawa,Hotel,111754.02248921587,111754.02248921587,40.709835046912666,2,26.09056876685533,17.174356586855648
B0139,Ottawa,School,57738.54174465761,57738.54174465761,49.24465137346967,2,15.90888807137882,71.48028571507419
B0140,Toronto,Hotel,57325.862117108365,57325.862117108365,49.60443090825964,2,34.15346248162882,93.93100378353648
B0141,London,Mall,62636.16150134505,62636.16150134505,44.66244282880879,2,33.87341884826334,61.80987276976777
B0142,Ottawa,Hospital,45154.27347639337,45154.27347639337,16.763216203012433,1,12.553468874760924,21.35037901378695
B0143,Ottawa,Hotel,50863.83694526742,50863.83694526742,24.39495881442067,0,19.91745517677156,62.3549374726129
B0144,Ottawa,School,76712.80352808005,76712.80352808005,28.636553812290128,1,14.02634929450309,78.97124917941872
B0145,Mississauga,Hospital,15444.335245706876,15444.335245706876,29.449917251551287,0,13.545214831324028,46.57748829166168
B0146,London,Hospital,15044.802737274236,15044.802737274236,21.72901796949297,1,6.106608420635984,89.1853973147321
B0147,Mississauga,Hospital,64191.08467754864,64191.08467754864,28.689333570924404,0,23.286930019396905,68.38146580216281
B0148,London,Hospital,48303.55481644228,48303.55481644228,21.09389489994668,1,20.080370696865845,90.93240264602822
B0149,Ottawa,Hotel,38348.55219976045,38348.55219976045,13.55038872731278,1,6.544362537499681,66.11547801226035
B0150,Ottawa,Hotel,39172.286619306935,39172.286619306935,33.28537855370385,0,13.359393927098344,21.81591748043418
B0151,Hamilton,Hospital,10627.245206551874,10627.245206551874,10.102673656604653,1,32.24797657899961,37.87225399946702
B0152,Hamilton,School,40873.84065593763,40873.84065593763,31.22463172878924,0,12.186856720009173,28.161545342721123
B0153,Hamilton,Hospital,44969.115747346514,44969.115747346514,26.6069604284344,0,9.346846162736693,91.7943847945176
B0154,Toronto,Hotel,25492.685885721818,25492.685885721818,10.737697768216512,1,19.68358280832689,78.43600605587343
B0155,Hamilton,Office,23005.63458228785,23005.63458228785,25.661246025470007,0,34.56951362331802,70.87585320190055
B0156,Mississauga,Hotel,24682.479447733,24682.479447733,15.818789610981668,1,12.261658145345011,37.08696876684596
B0157,London,Office,21295.049295099718,21295.049295099718,31.860858629992077,0,25.16406642217636,26.564029484519217
B0158,Toronto,School,33554.92261998332,33554.92261998332,17.528286239944794,1,27.848588459861528,78.08059791900206
B0159,Mississauga,School,19886.82832567913,19886.82832567913,28.128602544824357,0,12.12912631977199,52.67421512911717
B0160,Hamilton,Hotel,25279.897991453603,25279.897991453603,21.3307622304482,0,26.846490458355788,30.32105969355662
B0161,Toronto,School,27184.76422264376,27184.76422264376,26.65916184198101,1,16.033493981577596,65.49597803487475
B0162,Hamilton,School,43530.91660545775,43530.91660545775,22.42369246660431,0,23.969174917807383,13.630046692460676
B0163,Hamilton,Hotel,81481.18995663089,81481.18995663089,46.88576395922519,2,24.00589132282684,39.35532287154282
B0164,London,Hospital,55261.30014148285,55261.30014148285,35.35515451694933,2,21.07324052224276,52.17012951320212
B0165,Toronto,Mall,51376.04341937558,51376.04341937558,18.68188100269297,0,7.7086931016322495,23.316250069846525
B0166,Toronto,Office,38233.36284936707,38233.36284936707,34.9017483142862,0,30.05907486767714,98.61890298317556
B0167,Hamilton,Mall,71017.26289379633,71017.26289379633,40.454438923054006,2,14.623401949152075,28.818762813065284
B0168,Mississauga,Office,52015.7505510792,52015.7505510792,24.399173480655527,0,10.595555311995629,21.7317817038939
B0169,Mississauga,Hotel,24682.479447733,24682.479447733,15.818789610981668,1,6.2232542466429175,28.318138649820675
B0170,Hamilton,Hotel,65125.439002922125,65125.439002922125,23.262084164577857,1,22.726788295647253,79.21550198437518
B0171,London,Hotel,126019.50839105745,126019.50839105745,56.40461665481086,2,25.326930855268472,48.295509334465855
B0172,Hamilton,School,64564.02651824933,64564.02651824933,22.900073883361262,1,5.497634867835685,60.88743457772842
B0173,Mississauga,Hospital,30045.672824629077,30045.672824629077,25.454607454736998,1,20.36279174897843,11.890824128772469
B0174,Ottawa,Hospital,26294.25282550951,26294.25282550951,16.993486273061258,1,11.79487325593814,13.09881777159831
B0175,Ottawa,Hotel,67028.88762659993,67028.88762659993,33.51358301192242,0,24.35518371228349,50.124299484431454
B0176,Hamilton,Office,45502.10849119414,45502.10849119414,27.271204948865343,1,10.230992870149745,83.49897188814612
B0177,London,Hotel,62780.52648653374,62780.52648653374,43.80220219962325,2,25.728132143073974,89.67149908368087
B0178,Mississauga,Office,56371.528100954485,56371.528100954485,29.37773447687283,0,16.602060389016124,17.80359108360762
B0179,Mississauga,Office,79467.29054507235,79467.29054507235,50.6344004065064,2,33.101899662102035,58.45267918909205
B0180,Toronto,Hotel,60427.08673304957,60427.08673304957,26.13722231094252,0,9.125628324379797,92.19067176513434
B0181,Toronto,Mall,63244.964514729625,63244.964514729625,23.676877900464987,1,15.231990531507757,44.917547895809776
B0182,Ottawa,Mall,59365.54669934028,59365.54669934028,28.51981058335675,0,8.404205637217672,84.66092482855318
B0183,London,Hotel,55022.30734403108,55022.30734403108,32.69251197709455,0,32.74080854835688,22.03260889594926
B0184,Hamilton,School,26361.5195549956,26361.5195549956,21.382249526763893,1,31.32018060142943,94.18550407010189
B0185,Mississauga,Mall,29795.77395705686,29795.77395705686,46.223184391635655,2,12.73824883145467,77.62809857781724
B0186,Toronto,Mall,22017.24523568033,22017.24523568033,24.79138609759285,0,24.79952138102537,94.72009535082115
B0187,Ottawa,School,33372.68829885189,33372.68829885189,24.98685628230109,0,29.516666006036477,70.89555101972559
B0188,Toronto,Mall,10168.65839039196,10168.65839039196,16.469732284455077,1,21.65602434798387,42.70635387994843
B0189,Mississauga,Mall,45690.6706245323,45690.6706245323,33.45182071120092,0,20.889517350680197,94.43630552722502
B0190,Ottawa,Mall,59365.54669934028,59365.54669934028,28.51981058335675,0,12.25556872701355,34.80100986782607
B0191,Mississauga,Hotel,9274.02800541067,9274.02800541067,14.75429730446768,1,7.793083034176976,39.89552698555593
B0192,Hamilton,Hospital,139769.60999733824,139769.60999733824,48.92473042613087,2,31.916472738599804,73.07275762015664
B0193,London,School,115926.29691610526,115926.29691610526,43.3927694597468,2,32.01254171489991,78.87846695728476
B0194,Hamilton,Hotel,52774.79348176392,52774.79348176392,47.40082989682233,2,23.99304371819804,93.64631354642384
B0195,Toronto,Hotel,75841.89384692698,75841.89384692698,28.35485624074788,0,15.17089373146102,28.43221681505885
B0196,London,Hotel,120332.60976161675,120332.60976161675,46.721137458242815,2,15.476287238379827,81.81982316973016
B0197,Ottawa,Office,30409.539894232905,30409.539894232905,16.199902183586698,1,26.778670366107185,76.46914480572671
B0198,Hamilton,Mall,68779.97007146094,68779.97007146094,23.532568757689585,1,31.913307798577318,15.741510062823808
B0199,Ottawa,Office,30409.539894232905,30409.539894232905,16.199902183586698,1,31.61259272795352,44.85008270891863
B0200,London,Hotel,16838.192276425325,16838.192276425325,21.94039642469677,1,28.396266375728715,35.44889113540887
B0201,London,Hotel,29569.381682194988,29569.381682194988,44.16025441883894,2,24.26094938462863,37.404138191862735
B0202,Hamilton,Mall,76783.24115664494,76783.24115664494,28.60571027997867,0,7.524198949851465,98.46521915992308
B0203,Toronto,Hotel,37844.20664751332,37844.20664751332,24.50387928903727,1,9.848861422838413,67.84996721319351
B0204,Ottawa,Mall,104782.07810420216,104782.07810420216,49.00698538016613,2,31.956625655812378,74.59085420141496
B0205,London,Mall,90776.8643384596,90776.8643384596,42.73629017244554,2,23.1928717897877,97.89558735835082
B0206,Hamilton,Office,130847.33824035618,130847.33824035618,52.369525437335,2,5.27591154849889,43.94816042118748
B0207,London,Hospital,107406.54955128283,107406.54955128283,48.8133503173441,2,8.044146285980963,82.16561516075254
B0208,Ottawa,School,24198.68483718802,24198.68483718802,27.57230121155143,1,24.905053073241675,49.107786697404585
B0209,London,School,18060.909331624905,18060.909331624905,23.691862085039748,1,5.15184751538656,88.25803046334818
B0210,Ottawa,School,83592.1311348335,83592.1311348335,51.76763020780722,2,9.82424154252496,26.259178718017285
B0211,Hamilton,Mall,53022.457475241215,53022.457475241215,28.12198568421165,1,21.462013680997583,95.29175593578516
B0212,Toronto,School,33848.62676046658,33848.62676046658,33.83591763073686,0,25.7568559307808,29.68945375697917
B0213,Toronto,Hotel,32564.43617326347,32564.43617326347,16.335039434207083,1,24.558837785078016,39.35984562828384
B0214,London,Mall,31226.99116012652,31226.99116012652,17.87238258706583,0,11.728079283816792,78.05730106961025
B0215,Toronto,Mall,27244.934315218798,27244.934315218798,12.912298132608434,1,26.365376640426074,45.43796274088661
B0216,Ottawa,School,66649.52193024292,66649.52193024292,25.82978971285329,1,12.117472624904002,64.7390239089802
B0217,London,School,90568.1668041404,90568.1668041404,41.01546252601688,2,14.76199094477803,50.01161509624856
B0218,Toronto,Hotel,42653.86873465366,42653.86873465366,26.159273494661544,0,27.39474215354073,76.81329433808037
B0219,Hamilton,Office,45502.10849119414,45502.10849119414,27.271204948865343,1,24.48898697141644,30.549812713174976
B0220,Ottawa,Hospital,54605.21832799996,54605.21832799996,27.60364639733473,0,30.47670231482534,15.26121885131893
B0221,Mississauga,Hotel,131440.6818100963,131440.6818100963,51.05772392143084,2,24.7283867690103,36.99364577257596
B0222,Hamilton,Mall,49431.09152960061,49431.09152960061,19.216774466494915,1,22.049258100064147,52.687779838158725
B0223,London,Office,18461.77440289141,18461.77440289141,32.51801002628124,0,7.810243034842774,25.12180469734107
B0224,Mississauga,Mall,56942.45898651707,56942.45898651707,45.892828780798816,2,16.031474091783004,41.93175606907498
B0225,Ottawa,Hotel,66992.3371390925,66992.3371390925,54.19371177584104,2,12.956071030451763,45.998471646421166
B0226,Mississauga,Office,50939.47176243237,50939.47176243237,19.688079428415,1,12.319689301372508,15.16526593194462
B0227,Mississauga,School,46355.31458189526,46355.31458189526,26.660470663965494,0,34.190316642573364,62.49765233657841
B0228,Mississauga,School,74535.66593651561,74535.66593651561,31.981839156252395,0,16.792931740002814,89.59090851741587
B0229,Mississauga,Mall,49741.75077613554,49741.75077613554,27.917807012316675,1,31.7613966553134,23.65686216577472
B0230,Hamilton,School,32097.54864651257,32097.54864651257,46.496141294399706,2,23.934158779917887,63.80272120613626
B0231,Toronto,Hotel,32564.43617326347,32564.43617326347,16.335039434207083,1,28.844339106249453,69.82652844197617
B0232,Mississauga,Mall,56942.45898651707,56942.45898651707,45.892828780798816,2,20.079112793155765,47.74012123773595
B0233,Mississauga,School,32743.425253322843,32743.425253322843,17.96776359707338,1,22.307116538790773,73.0987828627843
B0234,Ottawa,Hospital,54605.21832799996,54605.21832799996,27.60364639733473,0,19.77553081456592,46.96583891419108
B0235,Ottawa,Hotel,138344.10114776547,138344.10114776547,52.10491349623116,2,10.857289633941337,55.41735591796914
B0236,London,Mall,12208.392740478555,12208.392740478555,20.17139393109947,0,26.67356345784516,10.661774009898428
B0237,Ottawa,Hotel,138344.10114776547,138344.10114776547,52.10491349623116,2,13.423170873225674,72.254810272122
B0238,London,Hotel,25536.97059982561,25536.97059982561,16.090655866202745,1,5.729478992943616,69.5208411050252
B0239,Toronto,School,29478.887287973368,29478.887287973368,10.971933155866866,1,24.36416887721504,13.45607895937101
B0240,London,Mall,23835.88298629836,23835.88298629836,41.58981981514711,2,10.313320382211469,43.14250966556198
B0241,Hamilton,Hotel,16010.669293441388,16010.669293441388,23.5064814621988,1,33.21375753058743,98.11286567125006
B0242,London,School,20070.45467142525,20070.45467142525,17.533080980272988,0,33.617857310077625,47.86629063117551
B0243,Mississauga,Hotel,29362.723224263034,29362.723224263034,39.223332423999565,2,32.44593170661346,55.17508646186575
B0244,Hamilton,Hospital,62765.57283015151,62765.57283015151,41.24333793644514,2,16.10476100766333,91.89371423437468
B0245,Ottawa,Hospital,45154.27347639337,45154.27347639337,16.763216203012433,1,5.463698495866023,74.55356882791807
B0246,Ottawa,School,44637.24304805913,44637.24304805913,29.34473322790887,0,32.84955687763176,62.38631180118012
B0247,London,Hotel,19397.56374149971,19397.56374149971,33.562247066781204,0,17.84552444951943,81.80242132069652
B0248,Ottawa,Office,119591.607914207,119591.607914207,48.08623241081067,2,33.999644571310085,87.79296398103759
B0249,Toronto,Office,45392.64176537284,45392.64176537284,43.411567071928594,2,33.90859931267758,51.119926456354015
B0250,Mississauga,Hospital,77017.5947659277,77017.5947659277,25.939098888700595,0,30.5902836640208,52.75975284386519
B0251,Mississauga,School,25124.24783114966,25124.24783114966,29.83712363250424,0,13.833466762087571,44.74458420866522
B0252,Toronto,Hospital,36430.311259515845,36430.311259515845,19.376609439979354,1,16.552931858057757,97.00355260166144
